attempts,time_played,booster_used,level_completion_time,specific_action_usage,lives_from_ads,purchase_amount,purchase_date,device_type,os_version,friend_invites_sent,friend_invites_received,guild_chat_messages,facebook_connect_status,social_engagement_through_facebook,churn,hard_level,purchase_month,ps
7,800,95,56,wrapped candy blast,7,18.13,2023-10-20,android,11.9,3,1,0,1,low,0,0,10.0,0.3488858812328323
4,800,67,159,special candy swap,49,67.73,2023-10-20,ipad,12.9,3,0,3,0,low,0,0,10.0,0.2112548511787429
164,4667,14,434,striped candy swipe,0,1.14,2023-10-20,ipad,18.4,25,0,0,1,low,0,0,10.0,0.2577746731074101
101,7586,3,848,extra time boost,11,0.43,2023-10-20,android,14.1,6,0,10,0,low,0,0,10.0,0.23541493188636736
13,12327,49,330,extra moves,1,99.99,2023-10-20,ipad,11.3,51,65,8,1,low,0,0,10.0,0.15778387358908466
4,78009,0,50,fish usage,1,13.22,2023-10-20,ipad,18.3,7,27,43,1,low,1,1,10.0,0.31328128603693406
4,800,70,308,special candy swap,8,99.99,2023-10-20,ipad,12.6,28,0,25,0,low,0,0,10.0,0.1155613735579303
4,10367,58,415,fish blast,0,16.76,2023-10-20,android,11.2,7,11,11,1,low,0,0,10.0,0.23714485080059156
338,69959,45,271,fish usage,0,9.56,2023-10-20,iphone,15.8,18,3,0,0,low,1,0,10.0,0.23710563025333767
78,800,30,373,color bomb usage,19,20.34,2023-10-20,iphone,14.2,1,18,54,0,low,0,0,10.0,0.27109950958468504
288,800,35,760,striped candy swipe,7,19.98,2023-10-20,android,11.2,16,21,115,1,low,0,0,10.0,0.2364471920708769
64,33325,3,50,special candy swap,28,99.99,2023-10-20,iphone,12.3,1,0,34,1,low,0,0,10.0,0.16029721167477978
67,49140,79,50,special candy swap,0,22.38,2023-10-20,iphone,11.3,28,23,16,0,low,1,0,10.0,0.17952266385984456
224,9251,0,438,striped candy swipe,17,6.6,2023-10-20,iphone,11.2,3,8,40,1,low,0,0,10.0,0.2033158876054234
120,800,0,50,extra moves,4,11.47,2023-10-20,ipad,17.2,12,21,0,0,low,0,1,10.0,0.26758465660971936
79,9771,34,428,wrapped candy blast,0,11.75,2023-10-20,ipad,13.9,10,22,0,1,low,0,0,10.0,0.14227020585256775
4,1436,13,532,fish blast,0,21.73,2023-10-20,ipad,11.8,13,15,88,0,low,1,0,10.0,0.2825896364199192
106,31960,12,88,fish usage,11,1.38,2023-10-20,ipad,11.3,7,10,0,0,low,1,0,10.0,0.17413653233671575
19,800,12,348,striped candy swipe,0,3.36,2023-10-20,android,15.2,10,0,0,0,low,1,0,10.0,0.28754443482103575
4,3755,95,50,striped candy swipe,0,13.48,2023-10-20,android,19.0,0,0,5,1,low,0,0,10.0,0.13784436740655814
4,800,30,196,striped candy swipe,0,23.42,2023-10-20,iphone,14.6,72,1,0,0,low,0,0,10.0,0.2330350161332209
4,800,2,285,special candy swap,0,26.86,2023-10-20,iphone,11.6,26,4,17,1,low,1,1,10.0,0.23714425516190643
400,800,95,104,fish usage,13,30.56,2023-10-20,android,12.5,0,0,20,0,low,0,0,10.0,0.21168499772673235
4,9338,12,260,extra time boost,0,2.81,2023-10-20,iphone,11.2,16,31,40,0,low,0,1,10.0,0.20405286499125733
367,800,12,395,extra time boost,2,4.18,2023-10-18,ipad,18.0,0,6,6,0,moderate,0,1,10.0,0.19189812619063823
4,95000,0,50,striped candy blast,4,5.68,2023-10-18,ipad,17.7,15,9,0,0,low,0,0,10.0,0.2936887934751399
237,800,73,791,color bomb usage,49,11.24,2023-10-18,ipad,12.8,17,13,1,0,low,0,0,10.0,0.22301665114115213
20,9866,94,50,fish usage,10,5.2,2023-10-18,iphone,16.1,33,12,26,1,low,1,0,10.0,0.2651306441864821
20,3722,69,230,color bomb creation,0,99.99,2023-10-18,ipad,12.6,9,10,11,0,low,0,0,10.0,0.1155613735579303
98,1166,5,50,color bomb usage,6,23.82,2023-10-18,ipad,11.6,34,112,0,1,low,0,0,10.0,0.22671796818936202
277,800,14,418,color bomb creation,0,42.32,2023-10-18,android,16.7,3,0,3,1,low,1,1,10.0,0.38569780927222247
78,6552,8,403,fish blast,0,1.45,2023-10-18,android,14.2,19,32,38,1,low,0,0,10.0,0.31931453240156304
29,95000,10,759,fish usage,20,39.66,2023-10-18,iphone,12.2,15,10,23,1,low,1,1,10.0,0.31503050283837974
4,800,5,762,wrapped candy blast,13,21.94,2023-10-18,iphone,11.9,1,30,42,0,low,0,0,10.0,0.30093305088408734
99,800,70,50,striped candy swipe,7,26.83,2023-10-18,android,15.8,9,9,7,0,low,0,0,10.0,0.24090605281371616
4,6148,7,50,extra moves,0,8.39,2023-10-18,ipad,17.5,0,7,9,1,low,1,0,10.0,0.14485671526229565
16,6081,0,2246,striped candy swipe,4,13.44,2023-10-18,iphone,16.8,0,0,0,0,moderate,0,0,10.0,0.2672315454522581
4,800,0,50,striped candy swipe,2,17.23,2023-10-18,iphone,15.9,27,18,6,1,low,0,0,10.0,0.21353177758781464
104,12236,0,50,rewarded_boosters,6,23.56,2023-10-18,iphone,14.1,0,0,5,0,low,0,0,10.0,0.1946514713180632
236,800,4,221,special candy swap,0,13.04,2023-10-18,android,13.6,55,1,0,1,low,1,0,10.0,0.33577743155610756
4,800,94,50,extra time boost,0,5.6,2023-10-18,ipad,13.7,12,14,28,0,low,1,0,10.0,0.16674523020336188
112,5939,22,186,striped candy swipe,1,9.16,2023-10-18,android,16.0,0,0,8,1,low,0,0,10.0,0.14577271026989463
97,6540,13,2018,extra moves,10,14.4,2023-10-18,iphone,11.9,0,6,5,0,low,1,0,10.0,0.30283812388915093
45,800,28,1014,fish usage,0,21.19,2023-10-18,iphone,14.8,0,0,11,1,low,0,1,10.0,0.24673084001099577
92,800,8,50,color bomb usage,7,8.83,2023-10-15,ipad,11.5,0,17,23,0,low,1,1,10.0,0.212365398865346
220,800,78,139,extra time boost,6,15.4,2023-10-13,ipad,14.5,14,12,45,0,low,1,0,10.0,0.19619123799877825
41,2685,16,977,extra moves,11,6.58,2023-10-13,iphone,15.7,4,16,3,1,low,0,0,10.0,0.27154343985146695
14,1268,5,50,special candy swap,17,17.36,2023-10-13,ipad,12.4,51,6,43,1,low,0,0,10.0,0.2705615535198733
400,800,24,390,special candy swap,11,17.74,2023-10-13,iphone,12.6,12,17,8,0,low,1,0,10.0,0.1330376968961468
70,16574,12,50,fish usage,49,5.49,2023-10-13,ipad,14.3,28,9,42,0,low,0,0,10.0,0.3635375657241127
4,800,2,241,extra time boost,0,2.35,2023-10-13,ipad,12.9,1,4,1,1,low,1,1,10.0,0.22461081909354252
179,800,9,505,extra moves,26,99.99,2023-10-13,ipad,12.7,4,112,29,0,low,0,0,10.0,0.17317802059230536
89,17081,18,50,extra moves,3,36.07,2023-10-13,ipad,15.0,15,3,13,0,low,1,0,10.0,0.16950429514592658
16,7653,50,142,fish usage,5,0.93,2023-10-13,ipad,12.5,16,1,0,1,moderate,0,0,10.0,0.17424897613500373
50,800,9,50,striped candy swipe,0,24.22,2023-10-13,android,15.2,9,15,0,1,low,1,1,10.0,0.28244848030560277
146,25593,63,1313,special candy swap,22,24.35,2023-10-12,ipad,11.5,18,112,3,1,low,0,0,10.0,0.20926981844109696
289,26370,0,181,striped candy blast,0,99.99,2023-10-12,iphone,11.9,21,29,0,1,low,0,0,10.0,0.28162191556758864
4,800,81,1469,extra moves,2,6.2,2023-10-12,iphone,12.7,5,4,0,1,low,1,1,10.0,0.19962400847992864
4,800,8,1053,wrapped candy blast,3,26.44,2023-10-12,ipad,11.2,6,9,23,0,low,1,0,10.0,0.18974556833207473
60,14333,6,212,extra moves,1,42.85,2023-10-12,iphone,19.2,6,9,0,1,low,0,0,10.0,0.13653040167414995
152,2485,6,738,special candy swap,8,6.35,2023-10-12,ipad,19.3,10,7,41,1,low,0,0,10.0,0.3236411278918005
60,2418,0,50,rewarded_boosters,4,49.91,2023-10-12,iphone,12.2,18,71,52,1,low,0,0,10.0,0.3123848758743325
315,21678,3,50,extra moves,46,9.86,2023-10-12,android,14.7,11,0,27,0,low,0,1,10.0,0.3030324726077678
78,28477,23,305,fish usage,0,37.21,2023-10-12,ipad,14.1,17,22,20,1,low,0,0,10.0,0.18263287543858853
243,55332,15,773,fish usage,6,20.77,2023-10-12,android,14.2,53,8,9,1,low,0,0,10.0,0.31535189878423114
83,800,36,1270,rewarded_boosters,27,16.26,2023-10-12,iphone,11.2,28,9,57,1,low,0,0,10.0,0.20144644344478532
15,14776,12,980,extra moves,0,22.58,2023-10-12,ipad,11.8,5,5,0,1,low,0,1,10.0,0.2823830893973576
8,54939,79,146,extra moves,0,7.31,2023-10-12,android,14.2,7,2,11,1,low,0,1,10.0,0.31778948817307107
4,4101,15,50,color bomb usage,0,7.59,2023-10-12,iphone,17.9,3,34,14,1,low,0,0,10.0,0.29947632262254303
4,800,76,55,special candy swap,0,99.99,2023-10-12,android,12.0,0,18,12,0,low,0,0,10.0,0.20850169665249493
4,800,11,314,striped candy swipe,0,5.26,2023-10-12,iphone,11.5,1,20,7,1,moderate,0,0,10.0,0.22369453015851248
4,800,8,77,fish usage,0,99.44,2023-10-12,android,18.0,20,0,0,0,low,0,0,10.0,0.21833499604460632
400,800,64,256,fish usage,14,23.26,2023-10-12,ipad,11.2,14,65,34,1,low,1,0,10.0,0.1903323898437843
4,800,1,50,wrapped candy blast,3,27.9,2023-10-12,ipad,12.6,6,4,0,1,low,1,0,10.0,0.12469247605985657
66,12388,5,396,striped candy swipe,0,1.56,2023-10-12,android,11.4,55,3,0,0,low,1,1,10.0,0.16949281405449515
20,800,95,490,wrapped candy blast,13,7.98,2023-10-12,iphone,17.4,0,0,162,1,low,1,0,10.0,0.22496958996043598
4,800,5,2280,special candy swap,5,90.45,2023-10-12,iphone,12.1,29,2,162,0,low,1,0,10.0,0.1892462148080091
375,800,15,512,extra time boost,49,19.85,2023-10-12,iphone,14.6,0,10,4,0,low,0,0,10.0,0.23380084752269145
28,12139,11,2280,rewarded_boosters,0,10.17,2023-10-11,android,13.6,10,74,35,0,low,0,0,10.0,0.2991226700470384
92,6209,6,1179,extra moves,10,22.7,2023-10-11,ipad,11.9,47,6,0,0,high,0,0,10.0,0.2878290801887572
244,800,15,735,striped candy swipe,5,7.94,2023-10-11,ipad,12.6,5,7,105,1,low,0,0,10.0,0.12732778112043286
69,800,0,334,extra moves,9,21.3,2023-10-11,iphone,17.5,6,6,8,0,moderate,0,1,10.0,0.15073856256010268
350,800,95,465,extra moves,12,12.74,2023-10-11,iphone,11.2,16,7,9,0,low,0,0,10.0,0.20212615642884338
26,95000,0,50,special candy swap,6,45.48,2023-10-11,ipad,18.8,34,0,0,0,low,0,0,10.0,0.37103800252207186
265,17003,30,50,fish usage,49,21.28,2023-10-11,android,14.6,33,6,13,1,low,0,0,10.0,0.2740171133856051
372,21840,1,949,fish usage,0,16.07,2023-10-11,android,11.8,15,112,11,1,low,1,0,10.0,0.3055332846986287
243,800,36,1452,fish usage,34,20.65,2023-10-11,android,18.1,0,0,35,1,low,1,1,10.0,0.2372211666634294
4,95000,59,50,extra moves,0,12.62,2023-10-11,android,14.2,6,0,40,1,low,1,0,10.0,0.31746525950312837
4,10342,36,539,color bomb usage,0,24.39,2023-10-11,android,13.5,18,112,29,1,low,0,0,10.0,0.2721448492161196
24,68811,78,50,fish blast,0,23.31,2023-10-11,iphone,14.3,13,26,68,0,low,1,1,10.0,0.37303338532224634
65,9957,95,90,special candy swap,11,1.91,2023-10-11,ipad,14.3,3,16,28,1,low,1,0,10.0,0.36453121071599326
4,800,63,151,special candy swap,14,5.42,2023-10-11,ipad,14.6,14,0,33,0,low,0,1,10.0,0.22585709493069617
13,800,1,196,special candy swap,0,81.93,2023-10-11,ipad,13.2,0,0,0,0,low,1,1,10.0,0.18562393912764433
29,986,14,436,special candy swap,6,2.22,2023-10-11,iphone,11.2,11,6,13,0,low,1,0,10.0,0.20416777086177113
102,5477,1,483,fish usage,3,24.33,2023-10-11,iphone,13.1,76,9,5,0,low,0,0,10.0,0.24743742202721614
4,800,16,515,fish usage,29,4.42,2023-10-11,ipad,14.4,6,4,38,1,low,1,0,10.0,0.2442671646687182
400,5372,95,66,wrapped candy blast,0,20.86,2023-10-11,iphone,11.2,40,32,10,0,low,0,0,10.0,0.20056076045470916
281,800,9,314,fish usage,1,8.63,2023-10-11,ipad,15.6,35,14,0,0,low,1,0,10.0,0.16283961422276474
18,10854,51,50,fish usage,0,4.0,2023-10-11,ipad,19.3,1,0,0,0,low,0,0,10.0,0.32425814427008437
4,15019,32,788,special candy swap,0,6.17,2023-10-11,ipad,17.9,19,19,41,1,low,1,0,10.0,0.2869442469014275
9,1776,33,868,striped candy swipe,4,19.16,2023-10-11,iphone,11.7,17,20,66,1,low,0,0,10.0,0.1970862989207564
20,4166,84,338,extra moves,0,14.45,2023-10-11,iphone,14.3,0,10,4,0,low,0,1,10.0,0.3755209835182736
145,800,2,1227,striped candy swipe,0,6.55,2023-10-11,iphone,13.2,0,5,0,1,low,0,0,10.0,0.20979735947596445
97,5134,79,194,special candy swap,11,7.86,2023-10-11,ipad,17.5,11,8,125,0,low,0,0,10.0,0.14493544227494828
48,800,15,116,striped candy swipe,0,8.6,2023-10-11,iphone,17.8,0,24,37,0,low,1,1,10.0,0.19907663685180757
351,71434,32,1713,striped candy swipe,0,77.02,2023-10-09,iphone,15.3,23,9,7,1,low,0,0,10.0,0.24896679900275778
16,800,14,207,special candy swap,7,29.74,2023-10-07,ipad,17.0,26,16,0,0,low,0,0,10.0,0.15931122811104861
341,800,15,529,extra moves,3,1.82,2023-10-07,ipad,15.8,51,3,12,0,low,0,0,10.0,0.22766979952420965
9,4982,84,209,extra moves,3,5.29,2023-10-07,android,14.8,16,12,11,1,low,0,0,10.0,0.29261618705396697
305,1742,70,50,special candy swap,12,0.65,2023-10-07,android,14.1,15,0,0,1,low,0,0,10.0,0.23536746130270922
400,79161,49,217,extra moves,7,11.51,2023-10-07,ipad,17.5,4,0,1,1,low,0,0,10.0,0.1443939854763487
83,6614,16,503,color bomb usage,0,26.66,2023-10-07,iphone,11.2,0,7,0,1,low,0,0,10.0,0.19944819201176497
372,920,15,732,striped candy swipe,1,18.77,2023-10-07,ipad,11.8,0,3,17,1,low,0,0,10.0,0.28330962019044975
73,11077,68,753,striped candy swap,12,1.25,2023-10-07,iphone,18.5,6,0,1,0,low,0,1,10.0,0.22049102906627932
4,10728,62,212,extra time boost,0,25.68,2023-10-07,iphone,12.4,35,60,1,0,low,0,0,10.0,0.2809874716492871
43,6601,14,1556,striped candy swipe,17,79.62,2023-10-07,iphone,12.1,7,2,18,0,low,0,0,10.0,0.19124638391655707
312,2662,35,1288,fish usage,17,13.93,2023-10-07,android,14.2,0,7,15,0,low,1,0,10.0,0.31712505498831317
57,64168,75,235,fish usage,0,99.99,2023-10-07,ipad,11.2,16,8,62,0,low,0,1,10.0,0.17655836112075785
68,29324,54,50,striped candy swipe,3,0.84,2023-10-07,iphone,14.1,13,14,5,1,low,1,1,10.0,0.19895695955937115
85,6508,52,68,color bomb usage,2,1.75,2023-10-07,iphone,13.4,5,19,0,1,low,1,0,10.0,0.20766053470674592
4,800,66,242,extra moves,0,36.26,2023-10-07,android,17.1,0,10,0,1,low,0,0,10.0,0.36118675036743986
218,800,0,265,special candy swap,22,4.32,2023-10-07,iphone,12.5,7,10,54,1,low,0,0,10.0,0.1827701500766337
4,11271,30,50,special candy swap,0,99.99,2023-10-07,android,12.5,10,8,22,0,low,1,0,10.0,0.19812794584412222
124,12430,4,65,extra moves,0,21.88,2023-10-07,iphone,11.2,11,45,9,1,low,0,1,10.0,0.20036476548199111
4,13881,21,200,extra moves,0,99.99,2023-10-07,ipad,13.7,0,2,0,1,low,0,0,10.0,0.15160938589471415
4,8591,0,50,extra moves,0,27.26,2023-10-07,iphone,19.3,28,27,20,1,low,0,1,10.0,0.3318176240066399
184,800,95,375,special candy swap,1,14.73,2023-10-07,android,12.2,24,9,7,1,high,0,0,10.0,0.3688074894930685
157,800,2,1042,special candy swap,11,9.49,2023-10-07,iphone,17.4,9,0,2,0,low,0,1,10.0,0.22465410722728027
25,800,95,598,fish usage,34,7.46,2023-10-07,android,17.1,67,13,59,0,low,0,1,10.0,0.3691908736014535
4,800,1,377,fish usage,3,13.97,2023-10-07,ipad,15.4,6,12,41,0,low,0,0,10.0,0.30999297529880315
116,14507,17,431,extra moves,6,3.67,2023-10-07,ipad,11.3,0,1,38,1,low,0,0,10.0,0.17374205924946348
116,18510,13,179,color bomb creation,11,0.38,2023-10-07,android,11.2,20,17,12,0,high,0,0,10.0,0.21137775581180696
72,800,9,378,extra moves,44,23.54,2023-10-07,iphone,13.8,0,14,25,0,low,0,0,10.0,0.3562869786983106
85,10991,7,475,extra moves,12,1.99,2023-10-06,ipad,14.4,48,3,13,1,low,0,0,10.0,0.2448053544002797
4,49279,25,72,extra moves,0,5.92,2023-10-06,ipad,12.4,17,28,18,1,low,1,1,10.0,0.27327683644561823
18,8549,3,50,extra moves,28,15.3,2023-10-06,iphone,19.3,7,14,8,1,low,1,1,10.0,0.33500430893376076
72,30718,2,50,color bomb usage,1,56.31,2023-10-06,android,11.2,7,15,33,0,low,0,0,10.0,0.22953436455113588
187,957,32,954,extra moves,0,22.6,2023-10-06,android,11.9,0,1,0,1,low,0,0,10.0,0.3476695053015853
101,1548,10,94,special candy swap,6,22.64,2023-10-06,ipad,11.2,0,14,8,1,low,1,0,10.0,0.19044696316254955
72,800,43,144,extra time boost,0,27.22,2023-10-06,android,12.2,3,28,1,0,low,0,0,10.0,0.3664585686609085
180,8407,12,50,fish usage,10,7.21,2023-10-06,android,16.3,6,7,10,1,high,0,0,10.0,0.2210867016878933
138,800,7,110,wrapped candy blast,7,4.81,2023-10-06,ipad,12.8,58,20,3,0,low,1,1,10.0,0.22435527479357165
336,800,0,214,special candy swap,11,6.69,2023-10-06,ipad,13.1,4,7,0,0,low,1,0,10.0,0.23987596829024954
196,800,51,96,striped candy swipe,0,99.99,2023-10-06,ipad,14.1,6,3,0,1,low,0,0,10.0,0.17166461493722568
86,800,95,209,special candy swap,0,4.75,2023-10-06,ipad,13.0,13,18,24,1,low,0,0,10.0,0.1570878848748003
283,800,4,84,extra time boost,15,17.41,2023-10-06,iphone,13.1,0,7,0,0,low,0,0,10.0,0.24898550742794365
11,800,9,59,special candy swap,0,73.33,2023-10-06,android,13.6,15,8,43,0,low,0,1,10.0,0.319852730973517
4,800,8,137,special candy swap,0,13.84,2023-10-06,ipad,13.0,10,34,52,0,low,0,0,10.0,0.15565028822555
29,13834,30,495,extra time boost,0,14.78,2023-10-06,iphone,14.6,19,9,42,1,low,0,1,10.0,0.23489145889250473
114,23536,77,440,wrapped candy blast,0,14.56,2023-10-06,iphone,15.7,6,0,72,0,high,0,0,10.0,0.26965515823489533
4,854,4,277,fish usage,1,0.76,2023-10-06,iphone,17.5,5,5,101,0,low,0,0,10.0,0.15391812795407928
226,12403,84,831,fish usage,3,20.09,2023-10-05,iphone,13.6,2,77,14,1,low,1,0,10.0,0.28802987405467995
27,800,28,50,color bomb creation,8,3.25,2023-10-05,iphone,11.2,2,2,33,0,low,1,0,10.0,0.20396720378720434
46,6352,9,124,fish usage,0,16.36,2023-10-05,iphone,12.4,45,17,7,0,low,0,0,10.0,0.28325040236054305
4,800,36,192,color bomb creation,0,26.57,2023-10-05,iphone,12.5,1,22,5,1,low,0,0,10.0,0.17881951618990713
12,800,29,1488,striped candy swipe,20,43.35,2023-10-05,ipad,12.0,5,2,27,0,low,0,0,10.0,0.17615636097865128
4,4203,2,1036,fish usage,0,10.51,2023-10-05,iphone,14.8,28,32,98,0,low,0,1,10.0,0.24911822216540958
67,26653,13,380,color bomb usage,4,43.41,2023-10-05,ipad,12.9,26,3,9,0,low,1,0,10.0,0.21615399329064153
79,4456,90,50,wrapped candy blast,0,99.99,2023-10-05,ipad,15.3,0,19,21,0,low,0,0,10.0,0.2325711382424239
70,40500,16,1612,extra moves,0,6.51,2023-10-05,ipad,14.1,18,3,33,1,low,0,0,10.0,0.1881914066291892
341,95000,10,50,special candy swap,0,35.7,2023-10-05,iphone,14.6,3,7,114,0,low,0,1,10.0,0.2304140820698576
83,7234,26,50,wrapped candy blast,19,27.83,2023-10-04,ipad,14.4,16,18,10,0,low,0,0,10.0,0.23912349639135944
52,16590,15,361,fish usage,6,15.98,2023-10-04,ipad,14.6,23,0,20,0,low,0,0,10.0,0.22365122088232636
162,2574,13,50,wrapped candy blast,5,4.89,2023-10-04,iphone,11.8,51,9,42,1,low,0,0,10.0,0.299583503747769
4,800,12,105,extra time boost,9,9.99,2023-10-04,iphone,13.1,42,46,54,0,low,0,0,10.0,0.2506526265636138
106,9248,0,570,striped candy swipe,0,6.33,2023-10-04,ipad,11.8,0,10,10,0,low,0,1,10.0,0.2863475894086326
321,800,15,1637,special candy swap,13,99.99,2023-10-02,ipad,15.4,10,40,18,0,low,0,0,10.0,0.2883771267516007
81,15603,51,2280,striped candy swipe,8,69.42,2023-10-02,iphone,12.8,6,23,29,1,low,0,1,10.0,0.22170783688843484
4,6601,1,50,extra time boost,0,70.16,2023-10-02,iphone,17.2,18,15,70,0,low,0,0,10.0,0.26598447571112727
365,800,29,50,fish usage,14,20.08,2023-10-02,android,13.8,8,43,12,0,low,0,1,10.0,0.4078121054060062
4,800,24,50,extra time boost,40,23.23,2023-10-01,ipad,12.3,27,32,25,0,low,1,0,10.0,0.16435512015275333
151,3962,65,1449,extra moves,8,4.11,2023-10-01,iphone,17.6,50,0,0,0,low,0,0,10.0,0.22005358305909645
91,800,60,501,rewarded_boosters,4,43.19,2023-10-01,ipad,17.6,15,42,15,0,low,0,0,10.0,0.20191193980314093
329,12003,38,302,wrapped candy blast,0,6.67,2023-09-30,iphone,12.5,15,8,15,0,low,0,1,9.0,0.18972364271904446
285,800,95,841,fish blast,0,8.94,2023-09-30,ipad,14.3,0,21,32,1,low,0,0,9.0,0.373910386658861
249,95000,54,50,rewarded_boosters,34,99.99,2023-09-30,iphone,19.3,11,1,10,1,low,0,0,9.0,0.3233392360342066
400,51316,74,358,special candy swap,0,44.88,2023-09-30,ipad,15.0,19,5,0,1,low,1,0,9.0,0.17494115807133967
70,95000,16,50,striped candy swipe,3,99.99,2023-09-30,iphone,13.3,22,8,7,1,low,1,0,9.0,0.15119827502613883
156,800,27,98,extra time boost,30,8.52,2023-09-30,ipad,16.2,25,8,151,0,low,0,0,9.0,0.2357222281971523
5,7916,32,219,fish blast,0,66.61,2023-09-30,iphone,14.2,0,8,19,1,low,1,0,9.0,0.2697637546066066
300,58875,39,50,extra moves,37,68.57,2023-09-29,iphone,15.3,6,21,0,1,low,1,0,9.0,0.26012897042583666
74,9479,62,513,rewarded_boosters,24,19.78,2023-09-29,android,14.9,8,0,15,0,moderate,0,1,9.0,0.2985637176091123
4,18298,35,1543,special candy swap,10,20.94,2023-09-29,iphone,17.5,13,1,144,0,low,0,0,9.0,0.15713691892140022
173,1264,26,465,special candy swap,5,6.32,2023-09-29,iphone,12.9,23,1,22,0,low,0,0,9.0,0.24363136264529156
4,912,15,306,color bomb usage,0,23.78,2023-09-29,ipad,13.5,3,11,40,0,low,0,1,9.0,0.23041011461243752
400,19463,77,1367,striped candy swipe,0,9.45,2023-09-29,iphone,12.7,0,79,20,1,low,0,0,9.0,0.20687915251875583
72,63133,0,305,striped candy blast,0,20.03,2023-09-29,iphone,17.6,0,0,0,0,low,0,0,9.0,0.22517860537583675
4,800,21,50,wrapped candy blast,0,22.45,2023-09-29,ipad,17.0,30,7,90,1,high,1,1,9.0,0.16715576314858765
164,30441,47,1655,extra time boost,8,1.75,2023-09-29,ipad,14.7,76,11,17,1,low,0,1,9.0,0.25996766049012193
83,800,5,50,fish blast,49,21.04,2023-09-29,android,14.2,21,6,29,0,low,0,0,9.0,0.3258889867761394
333,95000,16,515,striped candy swipe,0,6.58,2023-09-29,iphone,14.2,3,6,5,0,low,0,0,9.0,0.2841734091457761
4,800,0,352,wrapped candy blast,0,6.42,2023-09-29,android,19.3,17,11,0,0,low,0,1,9.0,0.398447342672424
234,10452,10,409,fish usage,5,3.13,2023-09-29,ipad,11.8,6,5,89,0,low,0,1,9.0,0.29720320398981354
400,800,95,2280,extra time boost,33,8.12,2023-09-29,ipad,16.2,8,0,7,1,low,0,0,9.0,0.2358086332567302
211,8728,11,1003,fish usage,1,85.53,2023-09-28,ipad,14.5,10,0,18,0,low,0,1,9.0,0.19067243335145415
192,10454,48,50,special candy swap,0,6.22,2023-09-28,iphone,16.5,2,1,11,0,low,0,1,9.0,0.1660081113798972
4,4093,48,1815,striped candy swipe,0,21.82,2023-09-28,iphone,14.7,28,22,0,1,low,0,0,9.0,0.2673681616351475
224,800,23,50,color bomb usage,26,20.72,2023-09-28,android,15.8,6,16,0,0,low,0,0,9.0,0.2851737688397529
4,800,49,1963,color bomb usage,0,24.82,2023-09-28,ipad,14.3,25,7,4,0,low,1,1,9.0,0.36946435504827696
4,800,14,50,extra time boost,0,22.12,2023-09-28,android,16.3,1,17,25,0,low,1,0,9.0,0.22644083650837216
4,7427,95,719,extra moves,29,2.55,2023-09-28,iphone,12.7,1,112,2,1,low,0,0,9.0,0.20823974924197558
86,800,95,1666,special candy swap,13,12.21,2023-09-28,iphone,11.2,3,0,42,1,low,0,0,9.0,0.21019979245182843
21,800,95,302,wrapped candy blast,15,23.5,2023-09-28,iphone,11.3,16,9,68,0,low,0,0,9.0,0.18660450116624797
106,33356,15,50,wrapped candy blast,13,0.12,2023-09-28,android,11.3,15,5,12,0,low,1,0,9.0,0.22620846915344217
43,1468,3,124,striped candy swipe,0,6.03,2023-09-28,ipad,12.4,3,20,56,1,low,0,0,9.0,0.2830280638822642
69,95000,14,296,fish usage,8,76.07,2023-09-28,ipad,16.8,13,6,0,0,low,0,0,9.0,0.2502500183477948
69,28006,3,338,extra time boost,10,10.08,2023-09-28,iphone,18.7,18,19,4,0,low,0,0,9.0,0.22472795979724805
89,800,66,50,fish usage,1,11.42,2023-09-28,ipad,13.3,0,0,0,0,low,0,0,9.0,0.15693255364030775
191,56928,2,525,striped candy swipe,3,88.25,2023-09-28,ipad,15.4,7,8,99,1,low,0,0,9.0,0.30142890933657773
4,55162,95,50,extra time boost,0,2.55,2023-09-27,android,11.9,24,14,79,1,low,0,1,9.0,0.36434375368094835
242,4345,16,1576,striped candy swap,38,12.86,2023-09-27,ipad,13.9,14,21,9,1,low,1,0,9.0,0.14814936017980873
